title,price,rating,availability,link,category,price_in_inr
Musicophilia: Tales of Music and the Brain,46.58,One,In stock,https://books.toscrape.com/musicophilia-tales-of-music-and-the-brain_436/index.html,Default,5403.28
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,Four,In stock,https://books.toscrape.com/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,Default,6226.88
The Fault in Our Stars,47.22,One,In stock,https://books.toscrape.com/the-fault-in-our-stars_403/index.html,Default,5477.5199999999995
The Dream Thieves (The Raven Cycle #2),34.5,One,In stock,https://books.toscrape.com/the-dream-thieves-the-raven-cycle-2_400/index.html,Default,4002.0
The 5th Wave (The 5th Wave #1),11.83,Two,In stock,https://books.toscrape.com/the-5th-wave-the-5th-wave-1_397/index.html,Default,1372.28
Shiver (The Wolves of Mercy Falls #1),16.23,Five,In stock,https://books.toscrape.com/shiver-the-wolves-of-mercy-falls-1_392/index.html,Default,1882.68
Remember Me?,11.48,Three,In stock,https://books.toscrape.com/remember-me_391/index.html,Default,1331.68
If I Stay (If I Stay #1),38.13,Five,In stock,https://books.toscrape.com/if-i-stay-if-i-stay-1_379/index.html,Default,4423.08
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,Two,In stock,https://books.toscrape.com/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,Default,4239.799999999999
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,One,In stock,https://books.toscrape.com/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,Default,2705.12
Fool Me Once,16.96,One,In stock,https://books.toscrape.com/fool-me-once_374/index.html,Default,1967.3600000000001
Drama,38.7,Two,In stock,https://books.toscrape.com/drama_371/index.html,Default,4489.200000000001
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,Five,In stock,https://books.toscrape.com/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,Default,3959.0800000000004
Alight (The Generations Trilogy #2),58.59,Four,In stock,https://books.toscrape.com/alight-the-generations-trilogy-2_360/index.html,Default,6796.4400000000005
Vogue Colors A to Z: A Fashion Coloring Book,52.35,Four,In stock,https://books.toscrape.com/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,Default,6072.6
The Shining (The Shining #1),27.88,Three,In stock,https://books.toscrape.com/the-shining-the-shining-1_354/index.html,Default,3234.08
The Hunger Games (The Hunger Games #1),29.85,Five,In stock,https://books.toscrape.com/the-hunger-games-the-hunger-games-1_349/index.html,Default,3462.6000000000004
Outlander (Outlander #1),19.67,Five,In stock,https://books.toscrape.com/outlander-outlander-1_338/index.html,Default,2281.7200000000003
Mockingjay (The Hunger Games #3),20.44,Four,In stock,https://books.toscrape.com/mockingjay-the-hunger-games-3_333/index.html,Default,2371.04
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,Three,In stock,https://books.toscrape.com/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,Default,1612.4
Confessions of a Shopaholic (Shopaholic #1),48.94,Two,In stock,https://books.toscrape.com/confessions-of-a-shopaholic-shopaholic-1_318/index.html,Default,5677.04
Zero History (Blue Ant #3),34.77,One,In stock,https://books.toscrape.com/zero-history-blue-ant-3_308/index.html,Default,4033.32
World War Z: An Oral History of the Zombie War,21.8,One,In stock,https://books.toscrape.com/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,Default,2528.8
Wild: From Lost to Found on the Pacific Crest Trail,46.02,Three,In stock,https://books.toscrape.com/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,Default,5338.320000000001
"Where'd You Go, Bernadette",18.13,One,In stock,https://books.toscrape.com/whered-you-go-bernadette_304/index.html,Default,2103.08
Twilight (Twilight #1),41.93,Two,In stock,https://books.toscrape.com/twilight-twilight-1_293/index.html,Default,4863.88
The Paris Wife,36.8,Three,In stock,https://books.toscrape.com/the-paris-wife_269/index.html,Default,4268.799999999999
The Maze Runner (The Maze Runner #1),20.93,One,In stock,https://books.toscrape.com/the-maze-runner-the-maze-runner-1_263/index.html,Default,2427.88
The Lover's Dictionary,58.09,Two,In stock,https://books.toscrape.com/the-lovers-dictionary_262/index.html,Default,6738.4400000000005
The Goldfinch,43.58,Three,In stock,https://books.toscrape.com/the-goldfinch_252/index.html,Default,5055.28
The Giver (The Giver Quartet #1),12.3,One,In stock,https://books.toscrape.com/the-giver-the-giver-quartet-1_251/index.html,Default,1426.8000000000002
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Two,In stock,https://books.toscrape.com/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,Default,2568.2400000000002
The Demon-Haunted World: Science as a Candle in the Dark,52.25,Four,In stock,https://books.toscrape.com/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,Default,6061.0
The Book Thief,53.49,Two,In stock,https://books.toscrape.com/the-book-thief_233/index.html,Default,6204.84
The Autobiography of Malcolm X,23.43,Two,In stock,https://books.toscrape.com/the-autobiography-of-malcolm-x_230/index.html,Default,2717.88
Shopaholic & Baby (Shopaholic #5),46.45,Two,In stock,https://books.toscrape.com/shopaholic-baby-shopaholic-5_221/index.html,Default,5388.200000000001
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,One,In stock,https://books.toscrape.com/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,Default,5051.799999999999
Packing for Mars: The Curious Science of Life in the Void,56.68,Two,In stock,https://books.toscrape.com/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,Default,6574.88
Orange Is the New Black,24.61,Two,In stock,https://books.toscrape.com/orange-is-the-new-black_202/index.html,Default,2854.7599999999998
One for the Money (Stephanie Plum #1),32.87,Two,In stock,https://books.toscrape.com/one-for-the-money-stephanie-plum-1_201/index.html,Default,3812.9199999999996
Morning Star (Red Rising #3),29.4,One,In stock,https://books.toscrape.com/morning-star-red-rising-3_196/index.html,Default,3410.3999999999996
Life After Life,26.13,Two,In stock,https://books.toscrape.com/life-after-life_187/index.html,Default,3031.08
"Lean In: Women, Work, and the Will to Lead",25.02,One,In stock,https://books.toscrape.com/lean-in-women-work-and-the-will-to-lead_183/index.html,Default,2902.32
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Three,In stock,https://books.toscrape.com/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,Default,2332.7599999999998
Gone Girl,37.6,Five,In stock,https://books.toscrape.com/gone-girl_162/index.html,Default,4361.6
Fellside,38.62,One,In stock,https://books.toscrape.com/fellside_155/index.html,Default,4479.92
Eclipse (Twilight #3),18.74,One,In stock,https://books.toscrape.com/eclipse-twilight-3_152/index.html,Default,2173.8399999999997
Dracula,52.62,Three,In stock,https://books.toscrape.com/dracula_150/index.html,Default,6103.92
Dead Wake: The Last Crossing of the Lusitania,39.24,Five,In stock,https://books.toscrape.com/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,Default,4551.84
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,One,In stock,https://books.toscrape.com/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,Default,2065.96
Dark Places,23.9,Five,In stock,https://books.toscrape.com/dark-places_144/index.html,Default,2772.3999999999996
Breaking Dawn (Twilight #4),35.28,Five,In stock,https://books.toscrape.com/breaking-dawn-twilight-4_136/index.html,Default,4092.48
Beautiful Creatures (Caster Chronicles #1),21.55,Five,In stock,https://books.toscrape.com/beautiful-creatures-caster-chronicles-1_125/index.html,Default,2499.8
A Visit from the Goon Squad,14.08,Five,In stock,https://books.toscrape.com/a-visit-from-the-goon-squad_117/index.html,Default,1633.28
The Zombie Room,19.69,Five,In stock,https://books.toscrape.com/the-zombie-room_87/index.html,Default,2284.04
The Name of the Wind (The Kingkiller Chronicle #1),50.59,Three,In stock,https://books.toscrape.com/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,Default,5868.4400000000005
Taking Shots (Assassins #1),18.88,Two,In stock,https://books.toscrape.com/taking-shots-assassins-1_57/index.html,Default,2190.08
Shatter Me (Shatter Me #1),42.4,One,In stock,https://books.toscrape.com/shatter-me-shatter-me-1_53/index.html,Default,4918.4
Paradise Lost (Paradise #1),24.96,One,In stock,https://books.toscrape.com/paradise-lost-paradise-1_45/index.html,Default,2895.36
On the Road (Duluoz Legend),32.36,Three,In stock,https://books.toscrape.com/on-the-road-duluoz-legend_40/index.html,Default,3753.7599999999998
Jane Eyre,38.43,Five,In stock,https://books.toscrape.com/jane-eyre_27/index.html,Default,4457.88
Frankenstein,38.0,Two,In stock,https://books.toscrape.com/frankenstein_20/index.html,Default,4408.0
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One,In stock,https://books.toscrape.com/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,Science Fiction,4360.4400000000005
Join,35.67,Five,In stock,https://books.toscrape.com/join_902/index.html,Science Fiction,4137.72
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,Four,In stock,https://books.toscrape.com/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,Science Fiction,5022.799999999999
The Project,10.65,One,In stock,https://books.toscrape.com/the-project_856/index.html,Science Fiction,1235.4
Soft Apocalypse,26.12,Two,In stock,https://books.toscrape.com/soft-apocalypse_833/index.html,Science Fiction,3029.92
Sleeping Giants (Themis Files #1),48.74,One,In stock,https://books.toscrape.com/sleeping-giants-themis-files-1_604/index.html,Science Fiction,5653.84
Arena,21.36,Four,In stock,https://books.toscrape.com/arena_587/index.html,Science Fiction,2477.7599999999998
Foundation (Foundation (Publication Order) #1),32.42,One,In stock,https://books.toscrape.com/foundation-foundation-publication-order-1_375/index.html,Science Fiction,3760.7200000000003
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,One,In stock,https://books.toscrape.com/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,Science Fiction,1266.72
Ready Player One,19.07,Four,In stock,https://books.toscrape.com/ready-player-one_209/index.html,Science Fiction,2212.12
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Two,In stock,https://books.toscrape.com/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,Science Fiction,3858.16
Dune (Dune #1),54.86,One,In stock,https://books.toscrape.com/dune-dune-1_151/index.html,Science Fiction,6363.76
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,One,In stock,https://books.toscrape.com/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,Science Fiction,5971.679999999999
Three Wishes (River of Time: California #1),44.18,Two,In stock,https://books.toscrape.com/three-wishes-river-of-time-california-1_89/index.html,Science Fiction,5124.88
The Last Girl (The Dominion Trilogy #1),36.26,Two,In stock,https://books.toscrape.com/the-last-girl-the-dominion-trilogy-1_70/index.html,Science Fiction,4206.16
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Four,In stock,https://books.toscrape.com/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,Science Fiction,4055.36
The Book of Basketball: The NBA According to The Sports Guy,44.84,Five,In stock,https://books.toscrape.com/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,Sports and Games,5201.4400000000005
"Friday Night Lights: A Town, a Team, and a Dream",51.22,Three,In stock,https://books.toscrape.com/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,Sports and Games,5941.5199999999995
Sugar Rush (Offensive Line #2),24.42,One,In stock,https://books.toscrape.com/sugar-rush-offensive-line-2_108/index.html,Sports and Games,2832.7200000000003
Settling the Score (The Summer Games #1),44.91,Two,In stock,https://books.toscrape.com/settling-the-score-the-summer-games-1_50/index.html,Sports and Games,5209.5599999999995
Icing (Aces Hockey #2),40.44,Four,In stock,https://books.toscrape.com/icing-aces-hockey-2_25/index.html,Sports and Games,4691.04
The Torch Is Passed: A Harding Family Story,19.09,One,In stock,https://books.toscrape.com/the-torch-is-passed-a-harding-family-story_945/index.html,Add a comment,2214.44
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,Four,In stock,https://books.toscrape.com/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,Add a comment,2771.2400000000002
The Art Forger,40.76,Three,In stock,https://books.toscrape.com/the-art-forger_930/index.html,Add a comment,4728.16
On a Midnight Clear,14.07,Three,In stock,https://books.toscrape.com/on-a-midnight-clear_912/index.html,Add a comment,1632.1200000000001
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,Two,In stock,https://books.toscrape.com/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Add a comment,6252.4
"Shobu Samurai, Project Aryoku (#3)",29.06,Three,In stock,https://books.toscrape.com/shobu-samurai-project-aryoku-3_830/index.html,Add a comment,3370.96
Modern Romance,28.26,Five,In stock,https://books.toscrape.com/modern-romance_820/index.html,Add a comment,3278.1600000000003
The White Queen (The Cousins' War #1),25.91,Five,In stock,https://books.toscrape.com/the-white-queen-the-cousins-war-1_768/index.html,Add a comment,3005.56
The Song of Achilles,37.4,Five,In stock,https://books.toscrape.com/the-song-of-achilles_762/index.html,Add a comment,4338.4
The Immortal Life of Henrietta Lacks,40.67,Two,In stock,https://books.toscrape.com/the-immortal-life-of-henrietta-lacks_753/index.html,Add a comment,4717.72
The Dovekeepers,48.78,One,In stock,https://books.toscrape.com/the-dovekeepers_748/index.html,Add a comment,5658.4800000000005
More Than Music (Chasing the Dream #1),37.61,Two,In stock,https://books.toscrape.com/more-than-music-chasing-the-dream-1_716/index.html,Add a comment,4362.76
Code Name Verity (Code Name Verity #1),22.13,Four,In stock,https://books.toscrape.com/code-name-verity-code-name-verity-1_680/index.html,Add a comment,2567.08
Cell,20.29,Four,In stock,https://books.toscrape.com/cell_674/index.html,Add a comment,2353.64
Angels Walking (Angels Walking #1),34.2,Two,In stock,https://books.toscrape.com/angels-walking-angels-walking-1_662/index.html,Add a comment,3967.2000000000003
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Two,In stock,https://books.toscrape.com/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,Add a comment,6551.679999999999
A People's History of the United States,40.79,Two,In stock,https://books.toscrape.com/a-peoples-history-of-the-united-states_654/index.html,Add a comment,4731.64
A Brush of Wings (Angels Walking #3),55.51,One,In stock,https://books.toscrape.com/a-brush-of-wings-angels-walking-3_651/index.html,Add a comment,6439.16
Rook,37.86,Four,In stock,https://books.toscrape.com/rook_647/index.html,Add a comment,4391.76
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,One,In stock,https://books.toscrape.com/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,Add a comment,3039.2
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Four,In stock,https://books.toscrape.com/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,Add a comment,6861.4
The Children,11.88,Three,In stock,https://books.toscrape.com/the-children_633/index.html,Add a comment,1378.0800000000002
One with You (Crossfire #5),15.71,Four,In stock,https://books.toscrape.com/one-with-you-crossfire-5_626/index.html,Add a comment,1822.3600000000001
Without Shame,48.27,Five,In stock,https://books.toscrape.com/without-shame_580/index.html,Add a comment,5599.320000000001
Watchmen,58.05,Four,In stock,https://books.toscrape.com/watchmen_579/index.html,Add a comment,6733.799999999999
A Hero's Curse (The Unseen Chronicles #1),50.49,Three,In stock,https://books.toscrape.com/a-heros-curse-the-unseen-chronicles-1_557/index.html,Add a comment,5856.84
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,Two,In stock,https://books.toscrape.com/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,Add a comment,4151.64
The Glass Castle,16.24,One,In stock,https://books.toscrape.com/the-glass-castle_496/index.html,Add a comment,1883.84
The Drowning Girls,35.67,Three,In stock,https://books.toscrape.com/the-drowning-girls_494/index.html,Add a comment,4137.72
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,Five,In stock,https://books.toscrape.com/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,Add a comment,2333.92
John Adams,57.43,Four,In stock,https://books.toscrape.com/john-adams_472/index.html,Add a comment,6661.88
Good in Bed (Cannie Shapiro #1),37.05,Five,In stock,https://books.toscrape.com/good-in-bed-cannie-shapiro-1_469/index.html,Add a comment,4297.799999999999
The Joy of Cooking,43.27,Four,In stock,https://books.toscrape.com/the-joy-of-cooking_449/index.html,Add a comment,5019.320000000001
The Golden Compass (His Dark Materials #1),18.77,One,In stock,https://books.toscrape.com/the-golden-compass-his-dark-materials-1_445/index.html,Add a comment,2177.32
The God Delusion,46.85,Three,In stock,https://books.toscrape.com/the-god-delusion_444/index.html,Add a comment,5434.6
Pride and Prejudice,19.27,Four,In stock,https://books.toscrape.com/pride-and-prejudice_437/index.html,Add a comment,2235.32
Mere Christianity,48.51,Three,In stock,https://books.toscrape.com/mere-christianity_435/index.html,Add a comment,5627.16
Fun Home: A Family Tragicomic,56.59,Four,In stock,https://books.toscrape.com/fun-home-a-family-tragicomic_428/index.html,Add a comment,6564.4400000000005
The Raven King (The Raven Cycle #4),30.57,Two,In stock,https://books.toscrape.com/the-raven-king-the-raven-cycle-4_412/index.html,Add a comment,3546.12
Find Her (Detective D.D. Warren #8),22.37,One,In stock,https://books.toscrape.com/find-her-detective-dd-warren-8_373/index.html,Add a comment,2594.92
Evicted: Poverty and Profit in the American City,42.27,One,In stock,https://books.toscrape.com/evicted-poverty-and-profit-in-the-american-city_372/index.html,Add a comment,4903.320000000001
A Game of Thrones (A Song of Ice and Fire #1),46.42,Two,In stock,https://books.toscrape.com/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,Add a comment,5384.72
A Clash of Kings (A Song of Ice and Fire #2),10.79,Three,In stock,https://books.toscrape.com/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,Add a comment,1251.6399999999999
The Tipping Point: How Little Things Can Make a Big Difference,10.02,Two,In stock,https://books.toscrape.com/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,Add a comment,1162.32
The Rest Is Noise: Listening to the Twentieth Century,34.77,One,In stock,https://books.toscrape.com/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,Add a comment,4033.32
The Purpose Driven Life: What on Earth Am I Here for?,37.19,Three,In stock,https://books.toscrape.com/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,Add a comment,4314.04
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,Three,In stock,https://books.toscrape.com/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,Add a comment,5544.799999999999
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,One,In stock,https://books.toscrape.com/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,Add a comment,6667.679999999999
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Four,In stock,https://books.toscrape.com/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,Add a comment,2567.08
The Complete Poems,41.32,Five,In stock,https://books.toscrape.com/the-complete-poems_237/index.html,Add a comment,4793.12
The Catcher in the Rye,24.55,One,In stock,https://books.toscrape.com/the-catcher-in-the-rye_236/index.html,Add a comment,2847.8
The Case for Christ (Cases for Christianity),47.84,One,In stock,https://books.toscrape.com/the-case-for-christ-cases-for-christianity_234/index.html,Add a comment,5549.4400000000005
The Blind Side: Evolution of a Game,53.71,Five,In stock,https://books.toscrape.com/the-blind-side-evolution-of-a-game_231/index.html,Add a comment,6230.36
Seven Days in the Art World,52.33,Two,In stock,https://books.toscrape.com/seven-days-in-the-art-world_220/index.html,Add a comment,6070.28
Sarah's Key,46.29,One,In stock,https://books.toscrape.com/sarahs-key_217/index.html,Add a comment,5369.64
Rogue Lawyer (Rogue Lawyer #1),50.11,Three,In stock,https://books.toscrape.com/rogue-lawyer-rogue-lawyer-1_214/index.html,Add a comment,5812.76
Manuscript Found in Accra,34.98,Two,In stock,https://books.toscrape.com/manuscript-found-in-accra_192/index.html,Add a comment,4057.68
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Four,In stock,https://books.toscrape.com/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,Add a comment,2468.48
Cosmos,36.17,Two,In stock,https://books.toscrape.com/cosmos_141/index.html,Add a comment,4195.72
#GIRLBOSS,50.96,One,In stock,https://books.toscrape.com/girlboss_113/index.html,Add a comment,5911.36
The Sense of an Ending,31.38,Three,In stock,https://books.toscrape.com/the-sense-of-an-ending_111/index.html,Add a comment,3640.08
The Republic,33.78,Three,In stock,https://books.toscrape.com/the-republic_78/index.html,Add a comment,3918.48
The Odyssey,29.64,Three,In stock,https://books.toscrape.com/the-odyssey_77/index.html,Add a comment,3438.2400000000002
The Light of the Fireflies,54.43,One,In stock,https://books.toscrape.com/the-light-of-the-fireflies_71/index.html,Add a comment,6313.88
The Iliad,16.16,One,In stock,https://books.toscrape.com/the-iliad_69/index.html,Add a comment,1874.56
The Communist Manifesto,14.76,Three,In stock,https://books.toscrape.com/the-communist-manifesto_61/index.html,Add a comment,1712.16
Lord of the Flies,24.89,Three,In stock,https://books.toscrape.com/lord-of-the-flies_30/index.html,Add a comment,2887.2400000000002
Unicorn Tracks,18.78,Three,In stock,https://books.toscrape.com/unicorn-tracks_951/index.html,Fantasy,2178.48
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,Three,In stock,https://books.toscrape.com/saga-volume-6-saga-collected-editions-6_924/index.html,Fantasy,2902.32
Princess Between Worlds (Wide-Awake Princess #5),13.34,Five,In stock,https://books.toscrape.com/princess-between-worlds-wide-awake-princess-5_919/index.html,Fantasy,1547.44
Masks and Shadows,56.4,Two,In stock,https://books.toscrape.com/masks-and-shadows_909/index.html,Fantasy,6542.4
Crown of Midnight (Throne of Glass #2),43.29,Three,In stock,https://books.toscrape.com/crown-of-midnight-throne-of-glass-2_888/index.html,Fantasy,5021.64
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Two,In stock,https://books.toscrape.com/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,Fantasy,3258.44
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,One,In stock,https://books.toscrape.com/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,Fantasy,6074.92
Throne of Glass (Throne of Glass #1),35.07,Three,In stock,https://books.toscrape.com/throne-of-glass-throne-of-glass-1_868/index.html,Fantasy,4068.12
The Glittering Court (The Glittering Court #1),44.28,One,In stock,https://books.toscrape.com/the-glittering-court-the-glittering-court-1_845/index.html,Fantasy,5136.4800000000005
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,One,In stock,https://books.toscrape.com/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,Fantasy,4985.679999999999
The Star-Touched Queen,46.02,Five,In stock,https://books.toscrape.com/the-star-touched-queen_764/index.html,Fantasy,5338.320000000001
The Hidden Oracle (The Trials of Apollo #1),52.26,Two,In stock,https://books.toscrape.com/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,Fantasy,6062.16
The Bane Chronicles (The Bane Chronicles #1-11),44.73,Four,In stock,https://books.toscrape.com/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,Fantasy,5188.679999999999
Island of Dragons (Unwanteds #7),29.65,One,In stock,https://books.toscrape.com/island-of-dragons-unwanteds-7_705/index.html,Fantasy,3439.3999999999996
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Five,In stock,https://books.toscrape.com/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,Fantasy,4351.16
City of Glass (The Mortal Instruments #3),56.02,Four,In stock,https://books.toscrape.com/city-of-glass-the-mortal-instruments-3_678/index.html,Fantasy,6498.320000000001
Searching for Meaning in Gailana,38.73,One,In stock,https://books.toscrape.com/searching-for-meaning-in-gailana_648/index.html,Fantasy,4492.679999999999
The Star-Touched Queen,32.3,Five,In stock,https://books.toscrape.com/the-star-touched-queen_642/index.html,Fantasy,3746.7999999999997
A Shard of Ice (The Black Symphony Saga #1),56.63,Three,In stock,https://books.toscrape.com/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,Fantasy,6569.08
King's Folly (The Kinsman Chronicles #1),39.61,Five,In stock,https://books.toscrape.com/kings-folly-the-kinsman-chronicles-1_473/index.html,Fantasy,4594.76
Every Heart a Doorway (Every Heart A Doorway #1),12.16,Five,In stock,https://books.toscrape.com/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,Fantasy,1410.56
A Gathering of Shadows (Shades of Magic #2),44.81,Four,In stock,https://books.toscrape.com/a-gathering-of-shadows-shades-of-magic-2_456/index.html,Fantasy,5197.96
The Raven Boys (The Raven Cycle #1),57.74,Four,In stock,https://books.toscrape.com/the-raven-boys-the-raven-cycle-1_411/index.html,Fantasy,6697.84
The False Prince (The Ascendance Trilogy #1),56.0,Five,In stock,https://books.toscrape.com/the-false-prince-the-ascendance-trilogy-1_402/index.html,Fantasy,6496.0
Tell the Wind and Fire,45.51,Three,In stock,https://books.toscrape.com/tell-the-wind-and-fire_396/index.html,Fantasy,5279.16
A Feast for Crows (A Song of Ice and Fire #4),17.21,Four,In stock,https://books.toscrape.com/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,Fantasy,1996.3600000000001
The Demonists (Demonist #1),52.11,Two,In stock,https://books.toscrape.com/the-demonists-demonist-1_345/index.html,Fantasy,6044.76
The Beast (Black Dagger Brotherhood #14),46.08,Five,In stock,https://books.toscrape.com/the-beast-black-dagger-brotherhood-14_342/index.html,Fantasy,5345.28
Paper and Fire (The Great Library #2),49.45,Five,In stock,https://books.toscrape.com/paper-and-fire-the-great-library-2_339/index.html,Fantasy,5736.200000000001
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Four,In stock,https://books.toscrape.com/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,Fantasy,3669.08
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Five,In stock,https://books.toscrape.com/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,Fantasy,5655.0
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,One,In stock,https://books.toscrape.com/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,Fantasy,1709.84
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Four,In stock,https://books.toscrape.com/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,Fantasy,6802.24
Soldier (Talon #3),24.72,Two,In stock,https://books.toscrape.com/soldier-talon-3_222/index.html,Fantasy,2867.52
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Two,In stock,https://books.toscrape.com/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,Fantasy,6433.36
Heir to the Sky,44.07,Four,In stock,https://books.toscrape.com/heir-to-the-sky_166/index.html,Fantasy,5112.12
Eragon (The Inheritance Cycle #1),43.87,Three,In stock,https://books.toscrape.com/eragon-the-inheritance-cycle-1_153/index.html,Fantasy,5088.92
Darkfever (Fever #1),56.02,One,In stock,https://books.toscrape.com/darkfever-fever-1_145/index.html,Fantasy,6498.320000000001
Ash,22.06,Four,In stock,https://books.toscrape.com/ash_123/index.html,Fantasy,2558.96
